,Company/Brand,Stage,Amount,About,Year,Headquarter,Sector,Founded,Investor
868,TeaMonk,Other Funding Types,900000.0,India's Finest Specialty Tea company.,2020,Bangalore,Consumer Goods,2016.0,"Lead Angels Network, Roots Ventures"
869,Fleetx,Other Funding Types,3000000.0,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.",2020,Gurugram,IT & Technology,2017.0,"Rohit Bansal, Rohan Ranavat"
870,ReNEWate,Early-Stage Funding,150000.0,"Tech platform helping millions of renovation contractors, property improvement professionals and businesses manage their business digitally.",2020,Pune,Real Estate,2018.0,Real Estate Accelerator Program
871,Tango Eye,Early-Stage Funding,1000000.0,Retail Video Analytics SaaS product,2020,Chennai,Undisclosed,2018.0,"Riso Investments, Lenskart"
872,Rare Planet,Other Funding Types,1000000.0,Rare Planet sells handicrafts made by local artisans.,2020,Kolkata,Retail,2015.0,Venture Catalysts
873,Avataa Me,Mid-Stage Funding,7000000.0,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,2020,Bangalore,Undisclosed,2014.0,Sequoia Capital India
874,Arrival,Other Funding Types,118000000.0,Arrival is a technology company that specializes in developing electric vehicles.,2020,Overseas,Undisclosed,2015.0,"UPS Ventures, Hyundai Motor Company"
875,Cover Genius,Other Funding Types,15000000.0,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,2020,Overseas,Undisclosed,2014.0,"King River Capital, Leap Capital"
876,Phononic Vibes,Other Funding Types,2300000.0,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",2020,Overseas,Undisclosed,2018.0,Undisclosed
877,MikeLegal,Early-Stage Funding,1000000.0,MikeLegal is an AI powered legal associate that aims to build an ecosystem of legal tools,2020,Gurugram,Undisclosed,2017.0,"SOSV, Artesian"
878,Clair,Early-Stage Funding,4500000.0,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,2020,Overseas,Undisclosed,2019.0,"Upfront Ventures, Walkabout Ventures"
879,Gourmet Garden,Other Funding Types,2500000.0,Gourmet Garden is a global market leader in chilled convenient packaged herbs.,2020,Overseas,Consumer Goods,1999.0,Advent Partners
880,Miko,Other Funding Types,3000000.0,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.",2020,Mumbai,Undisclosed,2015.0,"Stride Ventures, YourNest Venture Capital"
881,Razorpay,Late-Stage Funding,100000000.0,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",2020,Bangalore,Undisclosed,2014.0,"Tiger Global Management, Sequoia Capital India"
882,Ninjacart,Other Funding Types,30000000.0,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.",2020,Bangalore,Consumer Goods,2015.0,"Syngenta Ventures, Walmart"
883,Wow! Momo,Special Funding Types,5000000.0,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,2020,Kolkata,Consumer Goods,2008.0,"Tiger Global Management, William Bissell"
884,Pepper Content,Mid-Stage Funding,4200000.0,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,2020,Mumbai,Undisclosed,2017.0,"Alok Mittal, Manan Maheshwari"
885,LIVSPACE,Special Funding Types,4000000.0,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.",2020,Bangalore,Undisclosed,2014.0,"Mercer Investments, Bessemer Venture Partners"
886,Acculi Labs,Early-Stage Funding,600000.0,Acculi Labs is a clinical grade smartphone based diagnostic tool,2020,Bangalore,Healthcare & Life Sciences,2017.0,Startup Basket.
887,Your MD,Other Funding Types,25000000.0,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,2020,Overseas,Healthcare & Life Sciences,2012.0,"Orkla Ventures, Smedvig Capital"
888,Antaios,Other Funding Types,11000000.0,Developer of memory-based technology intended to solve issues of advanced computing.,2020,Overseas,IT & Technology,2016.0,Undisclosed
889,Unnati,Other Funding Types,1700000.0,A helping hand to the farming community through Artificial Intelligence,2020,Noida,Agriculture,2020.0,NABVENTURES
890,Disprz,Other Funding Types,1600000.0,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",2020,Chennai,Education,2015.0,"Xseed Partners, InnoVen Capital"
891,Uni,Early-Stage Funding,18500000.0,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,2020,Mumbai,Undisclosed,2020.0,"Lightspeed India Partners, Accel India"
892,Credit Wise Capital,Early-Stage Funding,6000000.0,CreditWise Capital is a consumer finance company.,2020,Mumbai,Undisclosed,1994.0,Venture Catalysts
893,Chargebee,Other Funding Types,55000000.0,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,2020,Overseas,Undisclosed,2011.0,"Accel, Steadview Capital"
894,Reliance Retail Ventures Ltd,Other Funding Types,70000000000.0,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,Mumbai,Retail,2006.0,"Silver Lake, Mubadala Investment Company"
895,Winuall,Other Funding Types,2000000.0,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.",2020,Bangalore,Education,2019.0,"Amit Lakhotia, Akash Gehani"
896,Genrobotics,Other Funding Types,300000.0,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,2020,Thiruvananthapuram,Undisclosed,2015.0,Unicorn India Ventures
897,Livve,Early-Stage Funding,1500000.0,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,2020,Kochi,Undisclosed,2015.0,Undisclosed
898,Ergos,Mid-Stage Funding,5000000.0,Ergos is building an integrated supply chain by setting up micro warehouses.,2020,Bihar,Agriculture,2012.0,"Aavishkaar Venture Capital, Chiratae Ventures"
899,Krishitantra,Early-Stage Funding,1000000.0,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,2020,Hyderabad,Undisclosed,2017.0,"NABVENTURES, Omnivore"
900,PakkaProfile,Early-Stage Funding,1000000.0,"PakkaProfile bridges the gap between companies and the workforce by making better, unbiased decisions with the help of psychometric games",2020,Bangalore,Undisclosed,2019.0,Java Capital
901,Monet Networks,Special Funding Types,500000.0,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,2020,Overseas,Undisclosed,2014.0,"SenseAI Ventures, EvoNexus"
902,Unocoin,Mid-Stage Funding,5000000.0,"Unocoin is an Indian bitcoin processor that enables users to buy, sell, store, use, and accept bitcoins.",2020,"Tumkur, Karnataka",Undisclosed,2013.0,"Digital Finance Group, FundersClub"
903,Pesto,Other Funding Types,2500000.0,Pesto is a career accelerator for software engineers with the mission to take opportunities to places where talent exists.,2020,New Delhi,Education,2017.0,"Sriharsha Majety, Rahul Jaimini"
904,NirogStreet,Other Funding Types,2000000.0,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,2020,Gurugram,Undisclosed,2016.0,"Wavemaker Partners, Subho Ray"
905,Bambrew,Early-Stage Funding,150000.0,Bambrew is an online shop for reusable bamboo straws.,2020,Bangalore,Undisclosed,2020.0,Upsparks
906,Omnify,Other Funding Types,1000000.0,Omnify is a Global SaaS platform for Small Services Business,2020,Overseas,Undisclosed,2016.0,"Saurabh Arora, LD Sharma"
907,Fanball XI,Early-Stage Funding,1000000.0,The gaming company mostly focused on fantasy football games,2020,New Delhi,Sports,2020.0,Foxhog Ventures
908,Treebo Hotels,Other Funding Types,6000000.0,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.",2020,Bangalore,Undisclosed,2015.0,"Ramesh Mangaleswaran, Saikiran Krishnamurthy"
909,GPS Renewables,Mid-Stage Funding,3000000.0,To solve the urban waste problem by utilising local technologies and business models.,2020,Bangalore,Undisclosed,2010.0,"Triodos, Caspian"
910,Public,Other Funding Types,30000000.0,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,2020,New Delhi,Undisclosed,2019.0,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners"
911,Legal Salah,Early-Stage Funding,1000000.0,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,2020,Kolkata,Undisclosed,2015.0,I2I Capitals
912,FanPlay,Early-Stage Funding,1000000.0,FanPlay Technologies operates as a real-money gaming startup.,2020,New Delhi,Sports,2018.0,"Core91 Fund, Anupam Mittal"
913,ECOSTP,Other Funding Types,19000000.0,Eco friendly zero power zero maintenance sewage treatment plant in India.,2020,Bangalore,Undisclosed,2017.0,Terwilliger Centre
914,Coralogix,Mid-Stage Funding,25000000.0,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,2020,Overseas,Undisclosed,2013.0,"2B Angels, Janvest Capital Partners"
915,Equiwatt,Other Funding Types,300000.0,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,2020,Overseas,IT & Technology,2015.0,Rising Stars
916,Reliance Retail Ventures,Other Funding Types,800000000.0,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.",2020,Mumbai,Undisclosed,2006.0,"General Atlantic, Kohlberg Kravis Roberts"
917,Zhangmen,Other Funding Types,400000000.0,Zhangmen is an online tutoring platform provides tutoring courses to students.,2020,Overseas,Education,2005.0,"CICC Alpha, VMS Asset Management"
918,AgroWave,Other Funding Types,500000.0,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,2020,Gurugram,Agriculture,2017.0,Sekhar Puli
919,Sapio Analytics,Other Funding Types,150000.0,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,2020,Mumbai,IT & Technology,2018.0,Undisclosed
920,Taimei,Other Funding Types,176000000.0,Taimei Technology provides a cloud platform for clinical research collaboration.,2020,Overseas,Undisclosed,2013.0,"Cowin Venture, ZSVC"
921,Avanse Financial Services,Other Funding Types,15000000.0,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",2020,Mumbai,Undisclosed,2012.0,International Finance Corporation
922,Industry Buying,Other Funding Types,15000000.0,India's largest industrial ecommerce platform,2020,New Delhi,Undisclosed,2013.0,"BlackSoil, BEENEXT"
923,Hopscotch,Other Funding Types,25000000.0,"Hopscotch provides an insider access to international brands for babies, kids, and moms.",2020,Mumbai,Undisclosed,2011.0,"Marc Lore, Rise Capital"
924,Pristyn Care,Other Funding Types,11000000.0,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,2020,Gurugram,Undisclosed,2018.0,"Sequoia Capital India, Hummingbird Ventures"
925,WoodenStreet,Other Funding Types,1000000.0,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,2020,Rajasthan,Undisclosed,2015.0,"IAN Fund, Rajasthan Venture Capital Fund"
926,ACKO,Other Funding Types,60000000.0,Acko General Insurance is a private sector general insurance company in India.,2020,Mumbai,Undisclosed,2016.0,"RPS Ventures, Intact Ventures"
927,Farmers Fresh Zone,Other Funding Types,470000.0,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,2020,Kochi,Agriculture,2015.0,"Artha India Ventures, Nagaraja Prakasam"
928,Invento,Other Funding Types,2500000.0,Invento Robotics specializes in developing service robots intended for customer interactions.,2020,Bangalore,Undisclosed,2016.0,"Chiripal Group, Ratish Kumar Nair"
929,Infurnia,Other Funding Types,240000.0,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,2020,Bangalore,IT & Technology,2014.0,"Pallav Nadhani, Idein Ventures"
930,AnalytIQSports's SuperCric,Other Funding Types,2500000.0,SuperCric is India's first strategy Cricket Manager simulation game,2020,Bangalore,Media & Entertainment,2019.0,Undisclosed
931,Snowflake,Other Funding Types,3000000000.0,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,2020,Overseas,IT & Technology,2012.0,"Salesforce Ventures, Dragoneer Investment Group"
932,GenieTalk,Other Funding Types,750000.0,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,2020,Indore,IT & Technology,2016.0,Undisclosed
933,Classplus,Other Funding Types,10000000.0,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,2020,Noida,Education,2018.0,"Spiral Ventures, Surge"
934,Mobile Premier League,Other Funding Types,74000000.0,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,2020,Bangalore,Media & Entertainment,2018.0,"Sequoia Capital India, Times Internet"
935,Fourth Partner Energy,Other Funding Types,16000000.0,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,2020,Hyderabad,Energy,2010.0,"responsAbility, Grameen Impact India (GIII)"
936,Flipkart,Other Funding Types,62000000.0,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,2020,Bangalore,Undisclosed,2007.0,"Tencent Holdings, Walmart"
937,Vivriti Capital,Other Funding Types,1000000.0,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,2020,Chennai,Undisclosed,2017.0,"Aspada, Creation Investments Capital Management, LLC"
938,InsuranceDekho,Other Funding Types,20000000.0,The funding for branding and marketing activities as well as strengthening the product and technology teams,2020,Ludhiana,Undisclosed,2017.0,GirnarSoft
939,BestDoc,Other Funding Types,2100000.0,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,2020,Kochi,Undisclosed,2016.0,Undisclosed
940,Byju’s,Other Funding Types,500000000.0,An Indian educational technology and online tutoring firm,2020,Bangalore,Education,2011.0,"Owl Ventures, Tiger Global Management"
941,Melorra,Other Funding Types,12500000.0,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,2020,Bangalore,Undisclosed,2015.0,"Jamshed Jeejeebhoy, Symphony International Holdings"
942,Reliance,Other Funding Types,2200000000.0,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources",2020,Mumbai,Undisclosed,1973.0,"Facebook, Google, KKR, Silver Lake"
943,Inflexor Ventures,Other Funding Types,10000000.0,Experienced Venture Capital-General Partner focused on Technology investments.,2020,Mumbai,Undisclosed,2020.0,Undisclosed
944,Pandorum,Other Funding Types,5060000.0,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,2020,Bangalore,Undisclosed,2011.0,"021 Capital, Karnataka Information Technology Venture Capital Fund"
945,SpeakIn,Other Funding Types,2500000.0,"AI-enabled network of speakers and thought leaders, aka. experts",2020,Noida,Undisclosed,2018.0,Homage Ventures.
946,LetsUp,Other Funding Types,2500000.0,"Provides News, Jobs, Information & Entertainment on WhatsApp, Absolutely free",2020,Mumbai,Media & Entertainment,2015.0,Undisclosed
947,Newsreach,Other Funding Types,2500000.0,NewsReach India offers partner publications a digital footprint,2020,Gujarat,Media & Entertainment,2018.0,Mumbai Angels
948,Dream11,Other Funding Types,225000000.0,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,2020,Mumbai,Media & Entertainment,2008.0,"Steadview Capital, Tencent Holdings"
949,SignalX,Other Funding Types,750000.0,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",2020,Hyderabad,Undisclosed,2018.0,Undisclosed
950,JetSynthesys,Other Funding Types,40000000.0,Gaming and entertainment startup,2020,Mumbai,IT & Technology,2012.0,"Adar C. Poonawalla, Kris Gopalakrishnan"
951,Vesta Space Technology,Other Funding Types,10000000.0,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,2020,Pune,IT & Technology,2018.0,Undisclosed
952,Dozee,Other Funding Types,1600000.0,Dozee offers health and wellness monitoring products.,2020,Bangalore,Healthcare & Life Sciences,2015.0,Undisclosed
953,Rebel Foods,Other Funding Types,50000000.0,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",2020,Pune,Consumer Goods,2011.0,Coatue Management
954,Nykaa,Other Funding Types,24700000.0,Cosmetics & beauty products online,2020,Mumbai,Consumer Goods,2012.0,Steadview Capital
955,Ketto,Other Funding Types,7700000.0,"Crowdfunding, Charity, E-commerce",2020,Mumbai,Financial Services,2012.0,"Mumbai Angels, Redcliffe Capital"
956,Suryoday,Other Funding Types,800000.0,Banks that extends two distinct fixed deposit schemes,2020,Mumbai,Financial Services,2008.0,"Gaja Capital, Kotak Life, Lok Capital"
957,SucSEED,Other Funding Types,1300000.0,Venture Partners,2020,Hyderabad,Financial Services,2016.0,"DR. Moti Vyas, Udit Goyal"
958,Unacademy,Other Funding Types,150000000.0,Unacademy is an Indian online education technology company,2020,Bangalore,Education,2015.0,"Nexus Venture Partners, Sequoia Capital"
959,Strata,Other Funding Types,19067328.0,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments",2020,Bangalore,Real Estate,2019.0,"Propstack, SAIF Partners"
960,3one4 Capital,Other Funding Types,100000000.0,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,2020,Bangalore,Financial Services,2016.0,Undisclosed
961,WE-Hub,Other Funding Types,2500000.0,WE HUB is the first-of-its-kind and only State-run platform for Women Entrepreneurs.,2020,Hyderabad,Undisclosed,2018.0,Undisclosed
962,Zomato,Other Funding Types,62000000.0,Get online food delivery from restaurants near you,2020,Haryana,Consumer Goods,2008.0,"MacRitchie Investments, Baillie Gifford"
963,Vicara,Other Funding Types,2500000.0,A deep tech startup pioneering in motion-based interfaces and insights.,2020,Bangalore,IT & Technology,2017.0,Undisclosed
964,Gaana,Other Funding Types,51000000.0,Gaana is a commercial music streaming service providing free and licensed music.,2020,Gurugram,Media & Entertainment,2010.0,"Tencent Holdings, Times Internet"
965,EM3 Agri,Other Funding Types,1000000.0,A pioneering organization in the farming-as-a service (FaaS) space,2020,Noida,Agriculture,2013.0,"Global Innovation Fund, Soros Economic Development Fund"
966,Plum,Other Funding Types,115000.0,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair",2020,Thane,Undisclosed,2013.0,"Ronald Conway, Bay Partners"
967,Odwen,Other Funding Types,54000.0,India's first do-it-yourself warehouse management system.,2020,Noida,Undisclosed,2018.0,Prospect Partners.
968,Fasal,Other Funding Types,20000.0,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,2020,Bangalore,Agriculture,2018.0,"Omnivore, Zeroth.AI"
969,Trukky,Other Funding Types,2500000.0,"Transportation, logistics services & cargo services.",2020,Ahmedabad,Transportation & Logistics,2015.0,Mumbai Angels.
970,BankBazaar,Other Funding Types,9000000.0,Check your latest Credit Score and get your Credit Report online in India for Free,2020,Chennai,Undisclosed,2008.0,"Ramesh Srinivasan, Amazon"
971,Specsmakers,Other Funding Types,3000000.0,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",2020,Chennai,Undisclosed,2011.0,Eight Roads Ventures
972,Grinntech,Other Funding Types,2000000.0,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability",2020,Dehradun,Undisclosed,2013.0,"Ashok Leyland, V Lakshmi Narayanan"
973,CreditMantri,Other Funding Types,803146.0,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,2020,Chennai,Undisclosed,2012.0,"Ranjit Punja, R Sudarshan, Gowri Mukherjee"
974,Chai Waale,Other Funding Types,238000.0,Given the rising trend in the number of tea stalls in the city,2020,Chennai,Consumer Goods,2018.0,"Gunavanth Vaid, Bharat Kumar Sohanraj"
975,Deepsync,Other Funding Types,300000.0,"Deepsync is a revolutionary way to record your content, without you really speaking.",2020,Bangalore,IT & Technology,2018.0,Venkat Raju
977,ConnectedH,Other Funding Types,2500000.0,The company’s vision is simple – Connected Healthcare.,2020,Gurugram,Undisclosed,2016.0,Undisclosed
978,Reliance Retail,Other Funding Types,10220000.0,"Retailer delivering superior value to its customers, suppliers and shareholders.",2020,Mumbai,Undisclosed,2006.0,Silver Lake Partners
979,QShala,Other Funding Types,300000.0,A platform that helps kids learn about life skills,2020,Bangalore,Education,2014.0,Undisclosed
980,Pitstop,Other Funding Types,1020000.0,"Pitstop owns and operates a network of garages that provides car repair, detailing",2020,Bangalore,Undisclosed,2015.0,"Clairvest Group, Ontario Centres of Excellence"
981,Zomato,Other Funding Types,100000000.0,Get online food delivery from restaurants near you,2020,Haryana,Consumer Goods,2008.0,"MacRitchie Investments, Baillie Gifford"
982,Customfit ai,Other Funding Types,2500000.0,Operates on a SaaS model by providing a hyper-personalised website to users.,2020,Bangalore,Undisclosed,2019.0,Undisclosed
983,Nirmata,Other Funding Types,2500000.0,Nirmata offers a complete solution for Kubernetes management and deployment for cloud-based apps,2020,Overseas,IT & Technology,2013.0,"Damien Toledo, Jim Bugwadia, Ritesh Patel"
984,Hire Me Car,Early-Stage Funding,1000000.0,HireMeCar.com offers customers the fastest and easiest way to plan road travel.,2020,Noida,Travel & Tourism,2015.0,US based NRI Investors
985,Oga Fit,Other Funding Types,1000000.0,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,2020,Bangalore,Undisclosed,2017.0,"Inflection Point Ventures, Mitesh Shah"
986,ShipsKart,Other Funding Types,200000.0,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",2020,New Delhi,Undisclosed,2018.0,Betatron
987,SquadStack,Mid-Stage Funding,5000000.0,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.",2020,Overseas,IT & Technology,2014.0,"Chiratae Ventures, Blume Ventures"
988,Financepeer,Other Funding Types,3000000.0,Financepeer is an AI based peer to peer lending platform.,2020,Mumbai,Education,2017.0,"Ravi Sanghvi, PitchRight Venture"
989,Cashify,Special Funding Types,10000000.0,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,2020,Gurugram,Undisclosed,2009.0,"Bessemer Venture Partners, CDH Investments"
990,Etrio,Mid-Stage Funding,3000000.0,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",2020,Hyderabad,Undisclosed,2017.0,HNIs
991,Codeyoung,Early-Stage Funding,1000000.0,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,2020,Bangalore,Education,2019.0,Guild Capital
992,StayQrious,Early-Stage Funding,2000000.0,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",2020,Bangalore,Education,2020.0,Y Combinator
993,Sunstone Eduversity,Mid-Stage Funding,3000000.0,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,2020,Gurugram,Education,2014.0,Prime Venture Partners
994,Infilect,Other Funding Types,1500000.0,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,2020,Bangalore,Undisclosed,2015.0,"Mela Ventures, 1Crowd"
995,MobiGarage,Other Funding Types,1000000.0,An ecommerce platform for refurbished electronics.,2020,New Delhi,Undisclosed,2017.0,Undisclosed
996,Samunnati,Special Funding Types,20000000.0,Samunnati is a financial service provider focused on agri value chains.,2020,Chennai,Agriculture,2014.0,"responsAbility, Accel"
997,WeInnovate Biosolutions,Early-Stage Funding,1000000.0,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,2020,Pune,Undisclosed,2016.0,Chiratae ventures
998,Yummy Corp,Mid-Stage Funding,12000000.0,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",2020,"Tangerang, Jawa Barat, Indonesia",Consumer Goods,2020.0,"Palm Drive Capital, Amatil X Ventures"
999,Smallcase,Mid-Stage Funding,13400000.0,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,2020,Bangalore,Undisclosed,2015.0,"Sequoia Capital India, Blume Ventures"
1000,Clairvolex,Special Funding Types,2000000.0,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,2020,Overseas,IT & Technology,2006.0,"JF Mauritius SPV, IndusAge Partners"
1001,Assiduus,Mid-Stage Funding,1000000.0,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",2020,Bangalore,Undisclosed,2020.0,VC Firm K Partners
1002,Brinton,Special Funding Types,1300000.0,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,2020,Overseas,Healthcare & Life Sciences,2014.0,"India Alternatives Private Equity Fund, Tata Capital"
1003,AFK Gaming,Other Funding Types,200000.0,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,2020,Mumbai,Media & Entertainment,2012.0,Undisclosed
1004,Infarm,Late-Stage Funding,170000000.0,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,2020,Overseas,Agriculture,2013.0,"Bonnier Ventures, Hanaco Venture Capital"
1005,Zuper,Early-Stage Funding,1100000.0,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,2020,Overseas,Undisclosed,2016.0,"Gemba Capital, Gunderson Dettmer"
1006,mCaffeine,Mid-Stage Funding,2900000.0,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.",2020,Mumbai,Undisclosed,2015.0,"RPSG Ventures, Amicus Capital"
1007,Origa,Special Funding Types,2000000.0,The charioteer of your growth at all times.,2020,Andheri,Undisclosed,2013.0,"500 Startups, ah! Ventures"
1008,GullyBuy Software,Other Funding Types,543000.0,To deliver a solution that will provide shopping convenience to every consumer in India,2020,Pune,IT & Technology,2019.0,Undisclosed
1009,Recordent,Early-Stage Funding,1000000.0,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,2020,Hyderabad,Undisclosed,2019.0,Undisclosed
1010,MPL,Late-Stage Funding,90000000.0,Mobile Premier League is the mobile e-Sports platform based in India.,2020,Bangalore,Media & Entertainment,2018.0,"Base Partners, GO Ventures"
1011,Penny,Early-Stage Funding,1300000.0,Offer various development solutions and mainly focus on helping startups,2020,Riyadh,Undisclosed,2020.0,Undisclosed
1012,Onsitego,Mid-Stage Funding,30000000.0,Onsitego is a customer service company for device and appliance repairs.,2020,Mumbai,Undisclosed,2020.0,"Accel, Zodius Capital"
1013,Precily,Early-Stage Funding,1000000.0,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,2020,Overseas,Undisclosed,2017.0,"Windrose Capital, Anil Advani"
1014,SmartClean,Other Funding Types,3400000.0,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,2020,Overseas,IT & Technology,2017.0,"Seeds Capital, AIM Smart City"
1015,ClanConnect,Early-Stage Funding,600000.0,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented",2020,New Delhi,Business Services,2020.0,Undisclosed
1016,Servify,Late-Stage Funding,23000000.0,Servify is a self-learning platform that provides device management services and warranty solutions.,2020,Mumbai,Business Services,2015.0,"Blume Ventures, Tetrao"
1017,ShareChat,Other Funding Types,40000000.0,ShareChat is a social networking and regional content platform.,2020,Bangalore,Undisclosed,2015.0,"Lightspeed venture partners, saif partners"
1018,Rephrase.ai,Early-Stage Funding,1500000.0,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,2020,Bangalore,Undisclosed,2018.0,"Techstars Bangalore Accelerator, Techstars"
1019,Melorra,Special Funding Types,8090000.0,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace",2020,Bangalore,Undisclosed,2015.0,"Shadows Holdings, Lightbox"
1020,FabHotels,Mid-Stage Funding,1030000.0,FabHotels is a network of 3 star budget hotels in India,2020,Gurugram,Undisclosed,2014.0,"RB Investments Pte. Ltd, Goldman Sachs"
1021,EkAnek,Other Funding Types,5040000.0,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,2020,New Delhi,IT & Technology,2018.0,"Lightspeed India Partners, Sequoia Capital India"
1022,Cub McPaws,Other Funding Types,800000.0,Cub McPaws is a kids clothing brand.,2020,Mumbai,Undisclosed,2018.0,Venture Catalysts
1023,Zimyo,Early-Stage Funding,1500000.0,Employee experience platform that empowers organizations to manage and retain great talent!,2020,Gurugram,Undisclosed,2018.0,"Abhishant Pant, Chiranth Patil"
